programCode,programName,startDate,endDate,capacity,useYn,description
PRG08613,프로그램 08613,2025-08-06,2026-10-05,184,Y,교육과정 설명 08613
PRG08614,프로그램 08614,2025-08-07,2025-09-17,185,Y,교육과정 설명 08614
PRG08615,프로그램 08615,2025-08-08,2026-10-07,186,N,교육과정 설명 08615
PRG08616,프로그램 08616,2025-08-09,2025-09-21,187,Y,교육과정 설명 08616
PRG08617,프로그램 08617,2025-08-10,2026-10-09,188,Y,교육과정 설명 08617
PRG08618,프로그램 08618,2025-08-11,2025-09-25,189,Y,교육과정 설명 08618
PRG08619,프로그램 08619,2025-08-12,2026-10-11,190,Y,교육과정 설명 08619
PRG08620,프로그램 08620,2025-08-13,2025-09-29,191,N,교육과정 설명 08620
PRG08621,프로그램 08621,2025-08-14,2026-10-13,192,Y,교육과정 설명 08621
PRG08622,프로그램 08622,2025-08-15,2025-10-03,193,Y,교육과정 설명 08622
PRG08623,프로그램 08623,2025-08-16,2026-10-15,194,Y,교육과정 설명 08623
PRG08624,프로그램 08624,2025-08-17,2025-10-07,195,Y,교육과정 설명 08624
PRG08625,프로그램 08625,2025-08-18,2026-10-17,196,N,교육과정 설명 08625
PRG08626,프로그램 08626,2025-08-19,2025-10-11,197,Y,교육과정 설명 08626
PRG08627,프로그램 08627,2025-08-20,2026-10-19,198,Y,교육과정 설명 08627
PRG08628,프로그램 08628,2025-08-21,2025-10-15,199,Y,교육과정 설명 08628
PRG08629,프로그램 08629,2025-08-22,2026-10-21,200,Y,교육과정 설명 08629
PRG08630,프로그램 08630,2025-08-23,2025-10-19,201,N,교육과정 설명 08630
PRG08631,프로그램 08631,2025-08-24,2026-10-23,202,Y,교육과정 설명 08631
PRG08632,프로그램 08632,2025-08-25,2025-10-23,203,Y,교육과정 설명 08632
PRG08633,프로그램 08633,2025-08-26,2026-10-25,204,Y,교육과정 설명 08633
PRG08634,프로그램 08634,2025-08-27,2025-10-27,205,Y,교육과정 설명 08634
PRG08635,프로그램 08635,2025-08-28,2026-10-27,206,N,교육과정 설명 08635
PRG08636,프로그램 08636,2025-08-29,2025-10-31,207,Y,교육과정 설명 08636
PRG08637,프로그램 08637,2025-08-30,2026-10-29,208,Y,교육과정 설명 08637
PRG08638,프로그램 08638,2025-08-31,2025-11-04,209,Y,교육과정 설명 08638
PRG08639,프로그램 08639,2025-09-01,2026-10-31,210,Y,교육과정 설명 08639
PRG08640,프로그램 08640,2025-09-02,2025-09-09,211,N,교육과정 설명 08640
PRG08641,프로그램 08641,2025-09-03,2026-11-02,212,Y,교육과정 설명 08641
PRG08642,프로그램 08642,2025-09-04,2025-09-13,213,Y,교육과정 설명 08642
PRG08643,프로그램 08643,2025-09-05,2026-11-04,214,Y,교육과정 설명 08643
PRG08644,프로그램 08644,2025-09-06,2025-09-17,215,Y,교육과정 설명 08644
PRG08645,프로그램 08645,2025-09-07,2026-11-06,216,N,교육과정 설명 08645
PRG08646,프로그램 08646,2025-09-08,2025-09-21,217,Y,교육과정 설명 08646
PRG08647,프로그램 08647,2025-09-09,2026-11-08,218,Y,교육과정 설명 08647
PRG08648,프로그램 08648,2025-09-10,2025-09-25,219,Y,교육과정 설명 08648
PRG08649,프로그램 08649,2025-09-11,2026-11-10,220,Y,교육과정 설명 08649
PRG08650,프로그램 08650,2025-09-12,2025-09-29,221,N,교육과정 설명 08650
PRG08651,프로그램 08651,2025-09-13,2026-11-12,222,Y,교육과정 설명 08651
PRG08652,프로그램 08652,2025-09-14,2025-10-03,223,Y,교육과정 설명 08652
PRG08653,프로그램 08653,2025-09-15,2026-11-14,224,Y,교육과정 설명 08653
PRG08654,프로그램 08654,2025-09-16,2025-10-07,225,Y,교육과정 설명 08654
PRG08655,프로그램 08655,2025-09-17,2026-11-16,226,N,교육과정 설명 08655
PRG08656,프로그램 08656,2025-09-18,2025-10-11,227,Y,교육과정 설명 08656
PRG08657,프로그램 08657,2025-09-19,2026-11-18,228,Y,교육과정 설명 08657
PRG08658,프로그램 08658,2025-09-20,2025-10-15,229,Y,교육과정 설명 08658
PRG08659,프로그램 08659,2025-09-21,2026-11-20,230,Y,교육과정 설명 08659
PRG08660,프로그램 08660,2025-09-22,2025-10-19,231,N,교육과정 설명 08660
PRG08661,프로그램 08661,2025-09-23,2026-11-22,232,Y,교육과정 설명 08661
PRG08662,프로그램 08662,2025-09-24,2025-10-23,233,Y,교육과정 설명 08662
PRG08663,프로그램 08663,2025-09-25,2026-11-24,234,Y,교육과정 설명 08663
PRG08664,프로그램 08664,2025-09-26,2025-10-27,235,Y,교육과정 설명 08664
PRG08665,프로그램 08665,2025-09-27,2026-11-26,236,N,교육과정 설명 08665
PRG08666,프로그램 08666,2025-09-28,2025-10-31,237,Y,교육과정 설명 08666
PRG08667,프로그램 08667,2025-09-29,2026-11-28,238,Y,교육과정 설명 08667
PRG08668,프로그램 08668,2025-09-30,2025-11-04,239,Y,교육과정 설명 08668
PRG08669,프로그램 08669,2025-10-01,2026-11-30,240,Y,교육과정 설명 08669
PRG08670,프로그램 08670,2025-10-02,2025-11-08,241,N,교육과정 설명 08670
PRG08671,프로그램 08671,2025-10-03,2026-12-02,242,Y,교육과정 설명 08671
PRG08672,프로그램 08672,2025-10-04,2025-11-12,243,Y,교육과정 설명 08672
PRG08673,프로그램 08673,2025-10-05,2026-12-04,244,Y,교육과정 설명 08673
PRG08674,프로그램 08674,2025-10-06,2025-11-16,245,Y,교육과정 설명 08674
PRG08675,프로그램 08675,2025-10-07,2026-12-06,246,N,교육과정 설명 08675
PRG08676,프로그램 08676,2025-10-08,2025-11-20,247,Y,교육과정 설명 08676
PRG08677,프로그램 08677,2025-10-09,2026-12-08,248,Y,교육과정 설명 08677
PRG08678,프로그램 08678,2025-10-10,2025-11-24,249,Y,교육과정 설명 08678
PRG08679,프로그램 08679,2025-10-11,2026-12-10,250,Y,교육과정 설명 08679
PRG08680,프로그램 08680,2025-10-12,2025-11-28,251,N,교육과정 설명 08680
PRG08681,프로그램 08681,2025-10-13,2026-12-12,252,Y,교육과정 설명 08681
PRG08682,프로그램 08682,2025-10-14,2025-12-02,253,Y,교육과정 설명 08682
PRG08683,프로그램 08683,2025-10-15,2026-12-14,254,Y,교육과정 설명 08683
PRG08684,프로그램 08684,2025-10-16,2025-12-06,255,Y,교육과정 설명 08684
PRG08685,프로그램 08685,2025-10-17,2026-12-16,256,N,교육과정 설명 08685
PRG08686,프로그램 08686,2025-10-18,2025-12-10,257,Y,교육과정 설명 08686
PRG08687,프로그램 08687,2025-10-19,2026-12-18,258,Y,교육과정 설명 08687
PRG08688,프로그램 08688,2025-10-20,2025-12-14,259,Y,교육과정 설명 08688
PRG08689,프로그램 08689,2025-10-21,2026-12-20,260,Y,교육과정 설명 08689
PRG08690,프로그램 08690,2025-10-22,2025-12-18,261,N,교육과정 설명 08690
PRG08691,프로그램 08691,2025-10-23,2026-12-22,262,Y,교육과정 설명 08691
PRG08692,프로그램 08692,2025-10-24,2025-12-22,263,Y,교육과정 설명 08692
PRG08693,프로그램 08693,2025-10-25,2026-12-24,264,Y,교육과정 설명 08693
PRG08694,프로그램 08694,2025-10-26,2025-12-26,265,Y,교육과정 설명 08694
PRG08695,프로그램 08695,2025-10-27,2026-12-26,266,N,교육과정 설명 08695
PRG08696,프로그램 08696,2025-10-28,2025-12-30,267,Y,교육과정 설명 08696
PRG08697,프로그램 08697,2025-10-29,2026-12-28,268,Y,교육과정 설명 08697
PRG08698,프로그램 08698,2025-10-30,2026-01-03,269,Y,교육과정 설명 08698
PRG08699,프로그램 08699,2025-10-31,2026-12-30,270,Y,교육과정 설명 08699
PRG08700,프로그램 08700,2025-11-01,2025-11-08,271,N,교육과정 설명 08700
PRG08701,프로그램 08701,2025-11-02,2027-01-01,272,Y,교육과정 설명 08701
PRG08702,프로그램 08702,2025-11-03,2025-11-12,273,Y,교육과정 설명 08702
PRG08703,프로그램 08703,2025-11-04,2027-01-03,274,Y,교육과정 설명 08703
PRG08704,프로그램 08704,2025-11-05,2025-11-16,275,Y,교육과정 설명 08704
PRG08705,프로그램 08705,2025-11-06,2027-01-05,276,N,교육과정 설명 08705
PRG08706,프로그램 08706,2025-11-07,2025-11-20,277,Y,교육과정 설명 08706
PRG08707,프로그램 08707,2025-11-08,2027-01-07,278,Y,교육과정 설명 08707
PRG08708,프로그램 08708,2025-11-09,2025-11-24,279,Y,교육과정 설명 08708
PRG08709,프로그램 08709,2025-11-10,2027-01-09,280,Y,교육과정 설명 08709
PRG08710,프로그램 08710,2025-11-11,2025-11-28,281,N,교육과정 설명 08710
PRG08711,프로그램 08711,2025-11-12,2027-01-11,282,Y,교육과정 설명 08711
PRG08712,프로그램 08712,2025-11-13,2025-12-02,283,Y,교육과정 설명 08712
PRG08713,프로그램 08713,2025-11-14,2027-01-13,284,Y,교육과정 설명 08713
PRG08714,프로그램 08714,2025-11-15,2025-12-06,285,Y,교육과정 설명 08714
PRG08715,프로그램 08715,2025-11-16,2027-01-15,286,N,교육과정 설명 08715
PRG08716,프로그램 08716,2025-11-17,2025-12-10,287,Y,교육과정 설명 08716
PRG08717,프로그램 08717,2025-11-18,2027-01-17,288,Y,교육과정 설명 08717
PRG08718,프로그램 08718,2025-11-19,2025-12-14,289,Y,교육과정 설명 08718
PRG08719,프로그램 08719,2025-11-20,2027-01-19,290,Y,교육과정 설명 08719
PRG08720,프로그램 08720,2025-11-21,2025-12-18,291,N,교육과정 설명 08720
PRG08721,프로그램 08721,2025-11-22,2027-01-21,292,Y,교육과정 설명 08721
PRG08722,프로그램 08722,2025-11-23,2025-12-22,293,Y,교육과정 설명 08722
PRG08723,프로그램 08723,2025-11-24,2027-01-23,294,Y,교육과정 설명 08723
PRG08724,프로그램 08724,2025-11-25,2025-12-26,295,Y,교육과정 설명 08724
PRG08725,프로그램 08725,2025-11-26,2027-01-25,296,N,교육과정 설명 08725
PRG08726,프로그램 08726,2025-11-27,2025-12-30,297,Y,교육과정 설명 08726
PRG08727,프로그램 08727,2025-11-28,2027-01-27,298,Y,교육과정 설명 08727
PRG08728,프로그램 08728,2025-11-29,2026-01-03,299,Y,교육과정 설명 08728
PRG08729,프로그램 08729,2025-11-30,2027-01-29,300,Y,교육과정 설명 08729
PRG08730,프로그램 08730,2025-12-01,2026-01-07,10,N,교육과정 설명 08730
PRG08731,프로그램 08731,2025-12-02,2027-01-31,11,Y,교육과정 설명 08731
PRG08732,프로그램 08732,2025-12-03,2026-01-11,12,Y,교육과정 설명 08732
PRG08733,프로그램 08733,2025-12-04,2027-02-02,13,Y,교육과정 설명 08733
PRG08734,프로그램 08734,2025-12-05,2026-01-15,14,Y,교육과정 설명 08734
PRG08735,프로그램 08735,2025-12-06,2027-02-04,15,N,교육과정 설명 08735
PRG08736,프로그램 08736,2025-12-07,2026-01-19,16,Y,교육과정 설명 08736
PRG08737,프로그램 08737,2025-12-08,2027-02-06,17,Y,교육과정 설명 08737
PRG08738,프로그램 08738,2025-12-09,2026-01-23,18,Y,교육과정 설명 08738
PRG08739,프로그램 08739,2025-12-10,2027-02-08,19,Y,교육과정 설명 08739
PRG08740,프로그램 08740,2025-12-11,2026-01-27,20,N,교육과정 설명 08740
PRG08741,프로그램 08741,2025-12-12,2027-02-10,21,Y,교육과정 설명 08741
PRG08742,프로그램 08742,2025-12-13,2026-01-31,22,Y,교육과정 설명 08742
PRG08743,프로그램 08743,2025-12-14,2027-02-12,23,Y,교육과정 설명 08743
PRG08744,프로그램 08744,2025-12-15,2026-02-04,24,Y,교육과정 설명 08744
PRG08745,프로그램 08745,2025-12-16,2027-02-14,25,N,교육과정 설명 08745
PRG08746,프로그램 08746,2025-12-17,2026-02-08,26,Y,교육과정 설명 08746
PRG08747,프로그램 08747,2025-12-18,2027-02-16,27,Y,교육과정 설명 08747
PRG08748,프로그램 08748,2025-12-19,2026-02-12,28,Y,교육과정 설명 08748
PRG08749,프로그램 08749,2025-12-20,2027-02-18,29,Y,교육과정 설명 08749
PRG08750,프로그램 08750,2025-12-21,2026-02-16,30,N,교육과정 설명 08750
PRG08751,프로그램 08751,2025-12-22,2027-02-20,31,Y,교육과정 설명 08751
PRG08752,프로그램 08752,2025-12-23,2026-02-20,32,Y,교육과정 설명 08752
PRG08753,프로그램 08753,2025-12-24,2027-02-22,33,Y,교육과정 설명 08753
PRG08754,프로그램 08754,2025-12-25,2026-02-24,34,Y,교육과정 설명 08754
PRG08755,프로그램 08755,2025-12-26,2027-02-24,35,N,교육과정 설명 08755
PRG08756,프로그램 08756,2025-12-27,2026-02-28,36,Y,교육과정 설명 08756
PRG08757,프로그램 08757,2025-12-28,2027-02-26,37,Y,교육과정 설명 08757
PRG08758,프로그램 08758,2025-12-29,2026-03-04,38,Y,교육과정 설명 08758
PRG08759,프로그램 08759,2025-12-30,2027-02-28,39,Y,교육과정 설명 08759
PRG08760,프로그램 08760,2024-01-01,2025-12-31,40,N,교육과정 설명 08760
PRG08761,프로그램 08761,2024-01-02,2026-03-02,41,Y,교육과정 설명 08761
PRG08762,프로그램 08762,2024-01-03,2025-12-29,42,Y,교육과정 설명 08762
PRG08763,프로그램 08763,2024-01-04,2026-03-04,43,Y,교육과정 설명 08763
PRG08764,프로그램 08764,2024-01-05,2025-12-27,44,Y,교육과정 설명 08764
PRG08765,프로그램 08765,2024-01-06,2026-03-06,45,N,교육과정 설명 08765
PRG08766,프로그램 08766,2024-01-07,2025-12-25,46,Y,교육과정 설명 08766
PRG08767,프로그램 08767,2024-01-08,2026-03-08,47,Y,교육과정 설명 08767
PRG08768,프로그램 08768,2024-01-09,2025-12-23,48,Y,교육과정 설명 08768
PRG08769,프로그램 08769,2024-01-10,2026-03-10,49,Y,교육과정 설명 08769
PRG08770,프로그램 08770,2024-01-11,2025-12-21,50,N,교육과정 설명 08770
PRG08771,프로그램 08771,2024-01-12,2026-03-12,51,Y,교육과정 설명 08771
PRG08772,프로그램 08772,2024-01-13,2025-12-19,52,Y,교육과정 설명 08772
PRG08773,프로그램 08773,2024-01-14,2026-03-14,53,Y,교육과정 설명 08773
PRG08774,프로그램 08774,2024-01-15,2025-12-17,54,Y,교육과정 설명 08774
PRG08775,프로그램 08775,2024-01-16,2026-03-16,55,N,교육과정 설명 08775
PRG08776,프로그램 08776,2024-01-17,2025-12-15,56,Y,교육과정 설명 08776
PRG08777,프로그램 08777,2024-01-18,2026-03-18,57,Y,교육과정 설명 08777
PRG08778,프로그램 08778,2024-01-19,2025-12-13,58,Y,교육과정 설명 08778
PRG08779,프로그램 08779,2024-01-20,2026-03-20,59,Y,교육과정 설명 08779
PRG08780,프로그램 08780,2024-01-21,2025-12-11,60,N,교육과정 설명 08780
PRG08781,프로그램 08781,2024-01-22,2026-03-22,61,Y,교육과정 설명 08781
PRG08782,프로그램 08782,2024-01-23,2025-12-09,62,Y,교육과정 설명 08782
PRG08783,프로그램 08783,2024-01-24,2026-03-24,63,Y,교육과정 설명 08783
PRG08784,프로그램 08784,2024-01-25,2025-12-07,64,Y,교육과정 설명 08784
PRG08785,프로그램 08785,2024-01-26,2026-03-26,65,N,교육과정 설명 08785
PRG08786,프로그램 08786,2024-01-27,2025-12-05,66,Y,교육과정 설명 08786
PRG08787,프로그램 08787,2024-01-28,2026-03-28,67,Y,교육과정 설명 08787
PRG08788,프로그램 08788,2024-01-29,2025-12-03,68,Y,교육과정 설명 08788
PRG08789,프로그램 08789,2024-01-30,2026-03-30,69,Y,교육과정 설명 08789
PRG08790,프로그램 08790,2024-01-31,2025-12-01,70,N,교육과정 설명 08790
PRG08791,프로그램 08791,2024-02-01,2026-04-01,71,Y,교육과정 설명 08791
PRG08792,프로그램 08792,2024-02-02,2025-11-29,72,Y,교육과정 설명 08792
PRG08793,프로그램 08793,2024-02-03,2026-04-03,73,Y,교육과정 설명 08793
PRG08794,프로그램 08794,2024-02-04,2025-11-27,74,Y,교육과정 설명 08794
PRG08795,프로그램 08795,2024-02-05,2026-04-05,75,N,교육과정 설명 08795
PRG08796,프로그램 08796,2024-02-06,2025-11-25,76,Y,교육과정 설명 08796
PRG08797,프로그램 08797,2024-02-07,2026-04-07,77,Y,교육과정 설명 08797
PRG08798,프로그램 08798,2024-02-08,2025-11-23,78,Y,교육과정 설명 08798
PRG08799,프로그램 08799,2024-02-09,2026-04-09,79,Y,교육과정 설명 08799
PRG08800,프로그램 08800,2024-02-10,2025-11-21,80,N,교육과정 설명 08800
PRG08801,프로그램 08801,2024-02-11,2026-04-11,81,Y,교육과정 설명 08801
PRG08802,프로그램 08802,2024-02-12,2025-11-19,82,Y,교육과정 설명 08802
PRG08803,프로그램 08803,2024-02-13,2026-04-13,83,Y,교육과정 설명 08803
PRG08804,프로그램 08804,2024-02-14,2025-11-17,84,Y,교육과정 설명 08804
PRG08805,프로그램 08805,2024-02-15,2026-04-15,85,N,교육과정 설명 08805
PRG08806,프로그램 08806,2024-02-16,2025-11-15,86,Y,교육과정 설명 08806
PRG08807,프로그램 08807,2024-02-17,2026-04-17,87,Y,교육과정 설명 08807
PRG08808,프로그램 08808,2024-02-18,2025-11-13,88,Y,교육과정 설명 08808
PRG08809,프로그램 08809,2024-02-19,2026-04-19,89,Y,교육과정 설명 08809
PRG08810,프로그램 08810,2024-02-20,2025-11-11,90,N,교육과정 설명 08810
PRG08811,프로그램 08811,2024-02-21,2026-04-21,91,Y,교육과정 설명 08811
PRG08812,프로그램 08812,2024-02-22,2025-11-09,92,Y,교육과정 설명 08812
PRG08813,프로그램 08813,2024-02-23,2026-04-23,93,Y,교육과정 설명 08813
PRG08814,프로그램 08814,2024-02-24,2025-11-07,94,Y,교육과정 설명 08814
PRG08815,프로그램 08815,2024-02-25,2026-04-25,95,N,교육과정 설명 08815
PRG08816,프로그램 08816,2024-02-26,2025-11-05,96,Y,교육과정 설명 08816
PRG08817,프로그램 08817,2024-02-27,2026-04-27,97,Y,교육과정 설명 08817
PRG08818,프로그램 08818,2024-02-28,2025-11-03,98,Y,교육과정 설명 08818
PRG08819,프로그램 08819,2024-02-29,2026-04-29,99,Y,교육과정 설명 08819
PRG08820,프로그램 08820,2024-03-01,2025-11-01,100,N,교육과정 설명 08820
PRG08821,프로그램 08821,2024-03-02,2026-05-01,101,Y,교육과정 설명 08821
PRG08822,프로그램 08822,2024-03-03,2025-10-30,102,Y,교육과정 설명 08822
PRG08823,프로그램 08823,2024-03-04,2026-05-03,103,Y,교육과정 설명 08823
PRG08824,프로그램 08824,2024-03-05,2025-10-28,104,Y,교육과정 설명 08824
PRG08825,프로그램 08825,2024-03-06,2026-05-05,105,N,교육과정 설명 08825
PRG08826,프로그램 08826,2024-03-07,2025-10-26,106,Y,교육과정 설명 08826
PRG08827,프로그램 08827,2024-03-08,2026-05-07,107,Y,교육과정 설명 08827
PRG08828,프로그램 08828,2024-03-09,2025-10-24,108,Y,교육과정 설명 08828
PRG08829,프로그램 08829,2024-03-10,2026-05-09,109,Y,교육과정 설명 08829
PRG08830,프로그램 08830,2024-03-11,2025-10-22,110,N,교육과정 설명 08830
PRG08831,프로그램 08831,2024-03-12,2026-05-11,111,Y,교육과정 설명 08831
PRG08832,프로그램 08832,2024-03-13,2025-10-20,112,Y,교육과정 설명 08832
PRG08833,프로그램 08833,2024-03-14,2026-05-13,113,Y,교육과정 설명 08833
PRG08834,프로그램 08834,2024-03-15,2025-10-18,114,Y,교육과정 설명 08834
PRG08835,프로그램 08835,2024-03-16,2026-05-15,115,N,교육과정 설명 08835
PRG08836,프로그램 08836,2024-03-17,2025-10-16,116,Y,교육과정 설명 08836
PRG08837,프로그램 08837,2024-03-18,2026-05-17,117,Y,교육과정 설명 08837
PRG08838,프로그램 08838,2024-03-19,2025-10-14,118,Y,교육과정 설명 08838
